eruptions,waiting,density
1.6,43.0,0.0032161588339385
1.6472972972972977,43.0,0.0038353752391414
1.6945945945945946,43.0,0.0044355477659065
1.741891891891892,43.0,0.004977613927007
1.7891891891891891,43.0,0.00542423752549
1.8364864864864865,43.0,0.005744544173235
1.883783783783784,43.0,0.0059180117866307
1.9310810810810812,43.0,0.0059367616251581
1.9783783783783784,43.0,0.0058058606993778
2.025675675675676,43.0,0.0055417062276323
2.072972972972973,43.0,0.0051689787157458
2.1202702702702703,43.0,0.0047169032921911
2.1675675675675676,43.0,0.0042155918308958
2.214864864864865,43.0,0.0036930711190559
2.262162162162162,43.0,0.0031733167280303
2.3094594594594593,43.0,0.0026753145402774
2.3567567567567567,43.0,0.0022129510950302
2.404054054054054,43.0,0.0017954338155083
2.4513513513513514,43.0,0.0014279559022958
2.4986486486486488,43.0,0.0011124057420342
2.545945945945946,43.0,0.0008480239251138303
2.5932432432432435,43.0,0.0006319909266242004
2.6405405405405404,43.0,0.00045996691077496165
2.687837837837838,43.0,0.000326605952518158
2.735135135135135,43.0,0.00022604720897575144
2.782432432432432,43.0,0.00015236397414353358
2.8297297297297295,43.0,9.994062218770272e-05
2.877027027027027,43.0,6.375072431785917e-05
2.924324324324324,43.0,3.952345503846797e-05
2.9716216216216216,43.0,2.3802873814868313e-05
3.018918918918919,43.0,1.3919366978290733e-05
3.0662162162162163,43.0,7.90074776064952e-06
3.1135135135135137,43.0,4.351625537178408e-06
3.160810810810811,43.0,2.3253125595225862e-06
3.208108108108108,43.0,1.2053442953602291e-06
3.255405405405406,43.0,6.061010277902953e-07
3.3027027027027027,43.0,2.957001298174375e-07
3.3499999999999996,43.0,1.4001759188196456e-07
3.397297297297297,43.0,6.43872654065422e-08
3.4445945945945944,43.0,2.8781213038218232e-08
3.491891891891892,43.0,1.2522786854686076e-08
3.539189189189189,43.0,5.3137247220973264e-09
3.5864864864864865,43.0,2.204461823594844e-09
3.633783783783784,43.0,8.970379137674268e-10
3.681081081081081,43.0,3.5941896215055266e-10
3.728378378378378,43.0,1.4240607774360387e-10
3.775675675675675,43.0,5.6030672502980606e-11
3.822972972972973,43.0,2.1969119027809303e-11
3.8702702702702703,43.0,8.601747155127421e-12
3.917567567567568,43.0,3.3636214022524404e-12
3.964864864864865,43.0,1.3111931209262413e-12
4.012162162162162,43.0,5.077682410529209e-13
4.059459459459459,43.0,1.944947549562145e-13
4.106756756756757,43.0,7.335094545739012e-14
4.154054054054054,43.0,2.7121031644291273e-14
4.201351351351351,43.0,9.795278686956692e-15
4.248648648648649,43.0,3.4454373229339748e-15
4.295945945945945,43.0,1.1775536587336198e-15
4.3432432432432435,43.0,3.9035861182885864e-16
4.39054054054054,43.0,1.2535291532057806e-16
4.437837837837838,43.0,3.895846913892302e-17
4.485135135135135,43.0,1.1711870329350153e-17
4.532432432432432,43.0,3.4051028351218922e-18
4.5797297297297295,43.0,9.577667767570825e-19
4.627027027027027,43.0,2.609363253624167e-19
4.674324324324324,43.0,6.905008287364195e-20
4.721621621621622,43.0,1.7850699259168043e-20
4.768918918918919,43.0,4.558739604154358e-21
